Site,Probe Model,Serial Number,Date,Time,Hole ID,Cable length (ft),Neutron Count (MD),Gamma Count (WD),Operator,Duration (s),Flag
Soaproot,503,H380409017,12/10/2025,10:21:00,SR01,7,4869,,KNH,25,
Soaproot,503,H380409017,12/10/2025,10:21:00,SR01,8,4575,,KNH,25,
Soaproot,503,H380409017,12/10/2025,10:21:00,SR01,9,4826,,KNH,25,
Soaproot,503,H380409017,12/10/2025,10:21:00,SR01,10,5049,,KNH,25,
Soaproot,503,H380409017,12/10/2025,10:21:00,SR01,11,5700,,KNH,25,
Soaproot,503,H380409017,12/10/2025,10:21:00,SR01,12,6140,,KNH,25,
Soaproot,503,H380409017,12/10/2025,10:21:00,SR01,13,5511,,KNH,25,
Soaproot,503,H380409017,12/10/2025,10:32:00,SR02,3,6544,,KNH,25,
Soaproot,503,H380409017,12/10/2025,10:32:00,SR02,4,6120,,KNH,25,
Soaproot,503,H380409017,12/10/2025,10:32:00,SR02,5,5495,,KNH,25,
Soaproot,503,H380409017,12/10/2025,10:32:00,SR02,6,5256,,KNH,25,
Soaproot,503,H380409017,12/10/2025,10:32:00,SR02,7,5297,,KNH,25,
Soaproot,503,H380409017,12/10/2025,10:32:00,SR02,8,5191,,KNH,25,
Soaproot,503,H380409017,12/10/2025,10:32:00,SR02,9,5416,,KNH,25,
Soaproot,503,H380409017,12/10/2025,10:32:00,SR02,10,5470,,KNH,25,
Soaproot,503,H380409017,12/10/2025,10:32:00,SR02,11,5910,,KNH,25,
Soaproot,503,H380409017,12/10/2025,10:32:00,SR02,12,6080,,KNH,25,
Soaproot,503,H380409017,12/10/2025,10:32:00,SR02,13,6395,,KNH,25,
Soaproot,503,H380409017,12/10/2025,10:40:00,SR18,3,4515,,KNH,25,
Soaproot,503,H380409017,12/10/2025,10:40:00,SR18,4,4795,,KNH,25,
Soaproot,503,H380409017,12/10/2025,10:40:00,SR18,5,4895,,KNH,25,
Soaproot,503,H380409017,12/10/2025,10:40:00,SR18,6,5079,,KNH,25,
Soaproot,503,H380409017,12/10/2025,10:40:00,SR18,7,4965,,KNH,25,
Soaproot,503,H380409017,12/10/2025,10:40:00,SR18,8,4945,,KNH,25,
Soaproot,503,H380409017,12/10/2025,10:40:00,SR18,9,4544,,KNH,25,
Soaproot,503,H380409017,12/10/2025,10:40:00,SR18,10,4811,,KNH,25,
Soaproot,503,H380409017,12/10/2025,10:40:00,SR18,11,,,KNH,25,
Soaproot,503,H380409017,12/10/2025,10:46:00,SR17,3,4830,,KNH,25,
Soaproot,503,H380409017,12/10/2025,10:46:00,SR17,4,5054,,KNH,25,
Soaproot,503,H380409017,12/10/2025,10:46:00,SR17,5,4128,,KNH,25,
Soaproot,503,H380409017,12/10/2025,10:46:00,SR17,6,3186,,KNH,25,
Soaproot,503,H380409017,12/10/2025,10:46:00,SR17,7,2918,,KNH,25,
Soaproot,503,H380409017,12/10/2025,10:46:00,SR17,8,3176,,KNH,25,
Soaproot,503,H380409017,12/10/2025,10:46:00,SR17,9,3390,,KNH,25,
Soaproot,503,H380409017,12/10/2025,10:46:00,SR17,10,3692,,KNH,25,
Soaproot,503,H380409017,12/10/2025,10:46:00,SR17,11,3742,,KNH,25,
Soaproot,503,H380409017,12/10/2025,10:46:00,SR17,12,4801,,KNH,25,
Soaproot,503,H380409017,12/10/2025,10:55:00,SR13,3,Wter at .36,,KNH,25,
Soaproot,503,H380409017,12/10/2025,10:55:00,SR13,4,,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:19:00,standard counts,0,6133,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:19:00,standard counts,0,6082,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:19:00,standard counts,0,6131,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:19:00,standard counts,0,6103,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:19:00,standard counts,0,6069,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:42:00,standard counts,0,6080,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:42:00,standard counts,0,6145,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:42:00,standard counts,0,6085,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:42:00,standard counts,0,6055,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:42:00,standard counts,0,6066,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:35:00,NC03,3,4193,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:35:00,NC03,4,4108,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:35:00,NC03,5,4049,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:35:00,NC03,6,4318,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:35:00,NC03,7,4485,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:35:00,NC03,8,4490,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:35:00,NC03,9,3945,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:35:00,NC03,10,3786,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:35:00,NC03,11,3884,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:35:00,NC03,12,4947,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:35:00,NC03,13,4867,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:35:00,NC03,14,4805,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:35:00,NC03,15,4668,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:35:00,NC03,16,4628,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:35:00,NC03,17,4480,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:35:00,NC03,18,4728,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:35:00,NC03,19,4725,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:35:00,NC03,20,4663,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:35:00,NC03,21,4000,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:35:00,NC03,22,4074,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:35:00,NC03,23,4020,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:35:00,NC03,24,3792,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:35:00,NC03,25,,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:35:00,NC03,26,,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:35:00,NC03,27,,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:24:00,NC01,3,4775,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:24:00,NC01,4,4958,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:24:00,NC01,5,4751,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:24:00,NC01,6,4358,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:24:00,NC01,7,4113,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:24:00,NC01,8,3698,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:24:00,NC01,9,3803,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:24:00,NC01,10,3432,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:24:00,NC01,11,,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:24:00,NC01,12,,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:24:00,NC01,13,,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:24:00,NC01,14,,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:24:00,NC01,15,,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:24:00,NC01,16,,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:57:00,NC04,3,5450,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:57:00,NC04,4,5134,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:57:00,NC04,5,4634,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:57:00,NC04,6,4213,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,7:57:00,NC04,7,4010,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:06:00,NC06,3,4328,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:06:00,NC06,4,4451,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:06:00,NC06,5,5370,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:06:00,NC06,6,5764,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:06:00,NC06,7,5747,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:06:00,NC06,8,5322,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:06:00,NC06,9,4887,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:06:00,NC06,10,4614,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:06:00,NC06,11,4407,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:06:00,NC06,12,3914,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:06:00,NC06,13,3882,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:06:00,NC06,14,3955,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:06:00,NC06,15,3490,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:06:00,NC06,16,3144,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:06:00,NC06,17,3010,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:06:00,NC06,18,3285,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:06:00,NC06,19,3236,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:06:00,NC06,20,3177,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:06:00,NC06,21,3220,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:06:00,NC06,22,3658,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:06:00,NC06,23,4359,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:06:00,NC06,24,4995,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:24:00,NC05,3,5408,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:24:00,NC05,4,5722,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:24:00,NC05,5,5405,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:24:00,NC05,6,5073,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:24:00,NC05,7,5022,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:24:00,NC05,8,4734,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:24:00,NC05,9,4126,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:24:00,NC05,10,3956,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:24:00,NC05,11,3736,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:24:00,NC05,12,3523,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:24:00,NC05,13,3338,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:24:00,NC05,14,3258,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:24:00,NC05,15,3258,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:24:00,NC05,16,3452,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:24:00,NC05,17,4368,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:24:00,NC05,18,3512,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:24:00,NC05,19,4428,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:24:00,NC05,20,4346,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:24:00,NC05,21,4566,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:24:00,NC05,22,4620,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:24:00,NC05,23,4088,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:24:00,NC05,24,4259,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:24:00,NC05,25,4256,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:24:00,NC05,26,4214,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:24:00,NC05,27,4161,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:24:00,NC05,28,4021,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:24:00,NC05,29,3944,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:24:00,NC05,30,4010,,KNH,25,
Newt Creek,503,H380409017,12/10/2025,8:24:00,NC05,31,4112,,KNH,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,3,6752,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,4,5859,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,5,7176,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,6,6756,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,7,7717,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,8,7479,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,9,7477,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,10,7096,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,10,7156,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,10,7132,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,11,7121,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,12,7213,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,13,7543,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,14,7585,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,15,7057,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,16,7082,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,17,6897,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,18,6727,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,19,6960,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,20,7348,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,21,6977,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,22,7191,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,23,7297,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,24,7096,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,25,7289,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,26,7140,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,27,7249,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,28,7160,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,29,7284,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,30,7184,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,31,6859,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,32,7316,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,33,7595,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,34,7785,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,35,8421,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,36,9075,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,37,8346,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,38,9676,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,39,9361,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,40,8352,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,41,8538,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,42,7644,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,43,7482,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,44,7578,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,45,7141,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,46,6854,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,47,6481,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,48,6025,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,49,5788,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,50,5699,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,51,5633,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,52,5756,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,53,5690,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,54,5777,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,55,5797,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:18:00,5,56,5728,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:42:00,7,3,7102,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:42:00,7,4,6650,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:42:00,7,5,5959,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:42:00,7,6,7011,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:42:00,7,7,7258,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:42:00,7,8,6954,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:42:00,7,9,6869,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:42:00,7,10,7160,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:42:00,7,10,7064,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:42:00,7,10,7208,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:42:00,7,11,7188,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:42:00,7,12,7106,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:42:00,7,13,6769,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:42:00,7,14,6911,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:42:00,7,15,6771,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:42:00,7,16,7162,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:00:00,6,3,6339,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:00:00,6,4,6765,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:00:00,6,5,7334,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:00:00,6,6,6530,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:00:00,6,7,6779,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:00:00,6,8,6723,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:00:00,6,9,6433,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:00:00,6,10,6534,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:00:00,6,10,6593,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:00:00,6,10,6594,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:00:00,6,11,7049,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:00:00,6,12,6856,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:00:00,6,13,7276,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:00:00,6,14,6492,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:00:00,6,15,6332,,IN,25,
Rivendell,503,H38118577,12/28/2025,14:00:00,6,16,6327,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,3,3347,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,4,3438,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,5,3483,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,6,4503,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,7,4341,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,8,4373,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,9,5235,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,10,4839,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,10,4829,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,10,4802,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,11,4341,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,12,4220,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,13,4258,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,14,4075,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,15,4125,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,16,4163,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,17,4310,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,18,4103,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,19,3692,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,20,3649,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,21,3780,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,22,4010,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,23,3869,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,24,3739,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,25,3762,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,26,3701,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,27,3526,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,28,3712,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,29,3694,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,30,3749,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,31,3864,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,32,3893,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,33,3570,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,34,3409,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,35,3636,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,36,3802,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,37,3565,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,38,3431,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,39,3640,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,40,3285,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,41,3453,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:13:00,16,42,3824,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:00:00,10,3,4750,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:00:00,10,4,4849,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:00:00,10,5,4748,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:00:00,10,6,4624,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:00:00,10,7,4737,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:00:00,10,8,5262,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:00:00,10,9,5266,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:00:00,10,10,4380,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:00:00,10,10,4455,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:00:00,10,10,4458,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:00:00,10,11,4468,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:00:00,10,12,4696,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:00:00,10,13,4739,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:00:00,10,14,4432,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:00:00,10,15,4328,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:00:00,10,16,4515,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:00:00,10,17,4458,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:00:00,10,18,4483,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:00:00,10,19,4457,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:00:00,10,20,4485,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:00:00,10,21,4862,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:00:00,10,22,5013,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:00:00,10,23,5043,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:00:00,10,24,4894,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:00:00,10,25,4873,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:00:00,10,26,5272,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:00:00,10,27,6204,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:00:00,10,28,7319,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:00:00,10,29,6015,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:00:00,10,30,4830,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:00:00,10,31,5047,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:00:00,10,32,5191,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:00:00,10,33,4990,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:00:00,10,34,4803,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:00:00,10,35,4432,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:00:00,10,36,4282,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:00:00,10,37,4173,,IN,25,
Rivendell,503,H38118577,12/28/2025,13:00:00,10,38,4240,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:58:00,15,3,4134,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:58:00,15,4,4337,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:58:00,15,5,4030,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:58:00,15,6,4938,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:58:00,15,7,4929,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:58:00,15,8,4919,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:58:00,15,9,4855,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:58:00,15,10,4999,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:58:00,15,10,4954,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:58:00,15,10,4957,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:58:00,15,11,5077,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:58:00,15,12,5366,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:58:00,15,13,5231,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:58:00,15,14,5052,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:58:00,15,15,5824,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:58:00,15,16,4510,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:58:00,15,17,4275,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:58:00,15,18,4671,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:58:00,15,19,4897,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:58:00,15,20,4789,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:58:00,15,21,5098,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:58:00,15,22,4583,,IN,25,
Rivendell,503,H38118577,12/28/2025,11:58:00,15,23,4556,,IN,25,
